protein,vorffip
1MLC.A,0.16666666666666666
1MQ8.B,0.10526315789473684
1MSP.A,0.05405405405405406
1NSE.A,0
1OFU.A,0
1ONE.A,0.4776119402985075
1PDK.A,0.7857142857142857
1PNK.A,0.27522935779816515
1PP2.L,0.2380952380952381
1PVH.B,0.11428571428571428
1QA9.A,0.05555555555555555
1QA9.B,0.052631578947368425
1QAE.A,0.04878048780487805
1QAV.A,0
1QAX.A,0.2831858407079646
1QBI.A,0.11764705882352942
1QFE.A,0.2857142857142857
1QFH.A,0
1QOR.A,0.4615384615384615
1REQ.A,0.2524271844660194
1RRP.A,0.16666666666666666
1S1Q.A,0.2222222222222222
1SMP.I,0.6857142857142856
1SMT.A,0.043478260869565216
1SOX.A,0.2033898305084746
1SPU.A,0.1710526315789474
1STF.E,0.5641025641025641
1T6B.X,0.039215686274509796
1T6B.Y,0.05
1TCO.A,0.1923076923076923
1TGS.I,0.7272727272727274
1TMQ.A,0.30769230769230765
1TMQ.B,0
1TRK.A,0.15238095238095237
1TX4.A,0.04545454545454545
1UEA.A,0
1US7.A,0.11764705882352941
1US7.B,0.2777777777777778
1VFB.A,0.27906976744186046
1VLT.A,0
1VOK.A,0.30434782608695654
1WEJ.H,0.043478260869565216
1WGJ.A,0.5365853658536585
1WQ1.R,0.6
1XIK.A,0.5217391304347827
1XQS.A,0
1XSO.A,0.375
1YCS.A,0.05128205128205127
1YPI.A,0.5384615384615384
1YVE.I,0.03333333333333333
1ZBD.A,0.08888888888888889
1ZHH.A,0
1ZHI.A,0.21621621621621623
1ZHI.B,0
2A5T.A,0.05
2A5T.B,0.044444444444444446
2AAI.A,0.2545454545454545
2AE2.A,0.08333333333333334
2AJF.E,0
2B42.A,0
2B42.B,0.20833333333333334
2B4J.C,0
2BTF.A,0.27450980392156865
2BTF.P,0.8372093023255813
2C0L.A,0
2CFH.C,0.33333333333333337
2FD6.H,0.12244897959183673
2HDH.A,0.25531914893617014
2HHM.A,0.3137254901960784
2HLE.B,0
2HQS.A,0
2HRK.B,0.125
2J0T.A,0
2J0T.D,0.6111111111111112
2NAC.A,0.5617977528089888
2O3B.A,0.09302325581395349
2PCB.A,0.3243243243243243
2PFL.A,0.49180327868852464
2PTC.I,0.5714285714285715
2SIC.E,0.7391304347826086
2SIC.I,0.4
2UTG.A,0.6285714285714286
2VDB.A,0
2VIS.A,0.0425531914893617
2VXT.H,0.2916666666666667
2W9E.H,0.3076923076923077
3AAA.C,0.28571428571428575
3BIW.A,0
3BX7.A,0.27906976744186046
3BX7.C,0.25
3C98.A,0.1875
3DAW.A,0.26415094339622636
3DAW.B,0
3EO1.A,0.0851063829787234
3EOA.L,0.04347826086956522
3F1P.A,0
3F1P.B,0
3G6D.L,0.36
3HHR.A,0.375
3HI6.X,0.24000000000000002
3HMX.L,0.11764705882352938
3L5W.L,0.04444444444444444
3MXW.L,0.28571428571428575
3R9A.B,0
3RVW.C,0.21276595744680854
3S9D.B,0.15
3SZK.E,0.10810810810810811
3SZK.F,0.1111111111111111
3TMK.A,0.4102564102564102
3V6Z.A,0.3571428571428571
3VLB.A,0.041666666666666664
3VLB.B,0.13333333333333333
4DN4.L,0.25
4FQI.H,0.34782608695652173
4G6J.H,0.4
4G6M.H,0.20833333333333334
4JCV.E,0.25000000000000006
4M76.B,0.05263157894736842
4MDH.A,0.41379310344827586
4SGB.I,0.4799999999999999
4XXH.A,0
7CEI.A,0.7428571428571429
7CEI.B,0
