"Csf-1"	"Csf-2"	"Csf-3"	"Csf-4"	"Csf-5"
-1.76148	-1.3462	-13.06309	-1.33313	-13.06309
-2.93653	-2.2135	-16.90355	-0.53009	-12.14026
-4.06599	-3.5819	-9.71094	-0.22469	-9.71094
-1.46957	-1.4033	-2.6353	-1.68647	-1.26847
-1.64078	-1.9868	-4.19568	1.06178	-4.19568
-2.64753	-1.9441	-5.79779	1.37156	-5.79779
-0.34699	-1.1011	-48.32933	-5.12238	-48.32933
-2.85115	-0.0363	-9.8923	-3.99131	-9.8923
-0.90198	-0.4698	-42.83458	-0.36454	-20.50721
-2.01158	-1.0306	-35.21098	-6.44025	-23.11543
-0.86614	-2.7223	-17.76235	-2.95473	-17.76235
-1.15089	-2.4622	-13.00822	-0.1016	-13.00822
-1.34998	1.2476	-34.64891	-7.58931	-31.73822
-4.00068	-2.7726	-37.74202	-3.87601	-37.74202
-1.42997	0.966	-23.88503	-4.45314	-21.70941
-1.09287	-1.0806	-9.80317	-2.61755	-9.80317
-0.91678	0.1647	-9.12095	-2.34111	-9.12095
-0.36102	-0.3618	-9.61773	-0.44771	-9.61773
-0.57726	-1.9285	-11.48679	-2.48132	-11.48679
-0.94063	-0.8144	-9.77978	-5.71585	-9.77978
-2.27985	-1.9498	-9.55097	-2.75109	-9.55097
-1.10205	-0.697	-8.45262	-3.04104	-8.45262
-0.50792	-1.3335	-10.31282	-1.86084	-7.13186
-0.76591	-2.4407	-11.18769	-2.58501	-11.18769
-1.04582	-1.4239	-11.40373	-2.43168	-12.13735
0.34523	-0.5743	-12.65929	-3.30388	-10.34309
-2.43119	-0.8823	-12.54911	0.84817	-8.76077
-1.7557	-0.6518	-17.30445	-9.13976	-17.30445
-2.82043	-1.5748	-12.52282	-1.42446	-10.75941
-0.31001	0.5953	-10.98052	-3.86442	-11.46829
-1.03414	-0.0333	-13.82098	-2.96725	-14.99224
-1.55822	-2.4003	-11.57841	-3.28069	-11.57841
-2.31551	0.242	-14.62206	-2.85934	-11.93706
-2.59701	-0.3554	-15.28072	-4.22331	-11.17089
-1.92978	-2.5434	-16.63555	-2.67718	-11.4489
-3.09486	-1.6961	-13.28365	-2.35698	-12.30265
-2.86447	-1.5669	-5.13449	-1.31741	-5.13449
-2.79713	-1.8037	-5.2787	0.63035	-5.2787
-3.02168	0.9239	-11.06834	-3.35183	-11.06834
-0.87828	-1.4022	-11.37752	-3.6245	-8.81349
-2.43248	-0.6351	-28.37597	-5.05415	-28.37597
-0.30473	-0.6652	-13.00834	-2.81805	-13.00834
-0.63245	1.581	-10.71616	-0.43948	-10.71616
-0.28508	0.2062	-11.40064	-3.24709	-11.40064
-1.13424	0.9607	-10.80179	-0.3804	-10.80179
-3.43819	-2.4773	-9.1021	-1.93356	-9.1021
-1.39584	-0.8567	-8.89546	-1.13798	-8.89546
-3.32133	-2.0674	-6.72024	-1.10593	-7.91217
-0.12783	-1.2191	-15.41792	-2.37546	-15.41792
-1.67171	-1.2851	-10.99578	-2.02511	-9.18651
-2.05326	0.9128	-9.74633	-0.29239	-8.10575
-2.29348	-1.5796	-15.14694	-2.40569	-10.85422
-3.16828	-0.1977	-11.07009	-2.695	-8.18536
-1.70055	-0.4438	-10.16341	-0.28771	-5.22355
-2.9818	-1.6136	-4.6701	0.07301	-4.6701
-3.03722	-2.5518	-12.38064	-3.78039	-12.99416
-3.36711	-3.4162	-12.16742	-1.42602	-12.16742
-2.09572	0.3453	-6.67968	-0.30603	-6.67968
-1.19312	-1.7059	-4.75338	0.41459	-2.7347
-0.50328	0.9345	-10.34996	-3.00806	-8.22425
-2.84418	-0.5284	-12.84406	-0.91998	-10.80677
-1.56457	-0.1188	-12.38443	-1.18509	-12.38443
-1.57673	-0.7021	-8.56653	-1.25223	-7.58289
-1.2205	1.2399	-6.46247	-4.87738	-6.46247
-2.1181	0.0657	-11.13266	-1.36108	-4.02045
-2.35818	-1.2867	-5.33465	-0.32789	-4.80831
-0.58199	-0.9345	-9.23564	-2.8224	-10.71144
-4.02454	-1.9196	-8.8836	-5.21225	-8.8836
-2.01867	-2.3116	-7.52046	-2.2734	-3.01141
-3.50819	-4.8533	-7.68908	-2.36132	-2.85246
-3.86462	-0.8937	-5.28296	0.74656	-3.8664
-0.51157	-2.1721	-10.00833	-0.15618	-10.13728
-1.55475	-0.8169	-5.24782	0.2985	-1.30746
-3.77916	-4.9229	-11.95345	-3.41974	-12.28284
0.80349	-1.5211	-11.04031	-1.22255	-8.95483
-2.9736	0.0897	-8.58582	0.34356	-8.58582
-3.94787	0.3529	-9.44574	-2.97796	-9.60527
-2.13459	-0.354	-3.55905	-2.15567	-2.62729
-2.76646	-1.2287	-5.76199	-2.15917	-3.59527
-2.51604	0.2411	-11.59564	-1.03417	-10.25309
-1.91358	-2.3476	-5.41878	-4.64227	-5.52687
-0.19583	-0.8284	-6.40927	-1.47005	-1.76743
-0.5274	1.2547	-10.49167	-0.80916	-10.49167
-4.09449	-2.0251	-7.1794	-0.55533	-7.1794
-1.70723	-1.8613	-10.71561	-1.13712	-10.71561
-3.50978	0.4976	-8.79253	-1.24628	-8.79253
-2.61338	0.7729	-10.96072	-2.56617	-10.96072
-1.62747	0.9487	-12.63901	-1.68567	-12.63901
-2.85562	-1.0214	-7.75909	-0.4324	-7.75909
-1.10609	-1.6586	-5.27579	2.388	-5.27579
-2.77753	-1.581	-9.50054	-2.07433	-3.63366
0.07555	-0.4418	-6.42275	-1.66412	-2.63759
-1.02779	0.544	-11.77082	-1.36284	-11.86144
-2.37699	-2.436	-8.01769	-1.11282	-4.05319
-1.83782	-2.4133	-5.18083	1.49712	-2.09742
-2.98906	-2.8311	-8.258	-0.90089	-8.75873
-1.44993	0.1049	-8.85207	-0.37391	-4.95613
-1.04692	0.4541	-11.96213	-2.53536	-11.96213
-1.16446	-0.0328	-9.29938	-0.2808	-7.79575
-0.80757	-0.5929	-4.45537	-0.49236	-4.45537
-2.84706	-2.3907	-4.50539	-1.81822	-4.50539
-1.40973	0.1965	-4.89819	-1.34793	-4.52206
-1.469	-0.5618	-10.88643	-2.04122	-10.88643
-0.40534	-1.9095	-25.69803	-3.24013	-25.69803
-1.78549	-0.8833	-19.90594	-3.89692	-16.70538
-0.82201	-1.6768	-13.84161	-0.08554	-13.8894
-1.23142	-1.5666	-15.68406	-1.16885	-15.68406
-1.08022	-1.2999	-9.35912	0.27242	-9.35912
-2.46097	-1.926	-8.33962	-1.23659	-8.95785
-3.62604	-1.2108	-4.05687	-0.54813	-3.61569
-2.5657	0.6786	-4.94086	-3.68272	-4.1127
-2.04888	-1.1116	-11.12536	-2.70557	-13.4044
-2.25267	-0.2128	-4.35938	-3.02548	-3.08215
-0.85166	-1.2438	-11.90377	-4.16737	-11.90377
-3.30617	-3.7581	-13.73172	-2.21915	-12.51663
-1.46835	-2.092	-9.33692	-2.8227	-9.33692
-0.48636	-0.494	-11.57429	-5.16815	-15.32438
-2.18727	-0.3353	-9.34154	-3.31501	-9.14054
-1.11656	-0.8745	-12.72597	-2.56259	-8.21923
-1.93492	-1.8721	-12.27584	-3.94579	-14.02102
-0.51807	-1.5663	-14.01756	-3.13385	-14.01756
-0.29416	1.9384	-15.26259	-3.43591	-9.52395
-3.11725	-2.3419	-14.28259	-2.45921	-14.28259
-0.11479	0.579	-13.73087	-2.93185	-10.49456
-1.31291	0.5803	-16.72914	-1.52172	-9.67359
-2.20742	-0.2904	-19.40246	-3.38187	-14.50565
-0.97434	-0.1067	-8.06036	-0.84028	-8.06036
-0.37901	-0.5088	-4.423	-2.5881	-4.423
-2.29146	0.2329	-5.12447	-2.75923	-3.37802
-2.64692	-0.7391	-4.10965	-0.81137	-4.34158
-2.99389	-2.9352	-5.57421	-0.69194	-4.48704
-4.12123	-2.0399	-5.21727	-0.16362	-5.21727
-1.8263	-0.2403	-5.1094	0.19212	-3.22847
-4.40936	-2.7811	-5.47195	-1.62481	-4.22509
-1.5476	-2.0679	-3.35825	-1.53811	-3.35825
-1.42542	-0.6176	-1.86581	-0.27818	-1.90056
-1.87152	-0.6031	-5.25062	-1.64983	-5.25062
-0.50702	-2.3228	-4.56842	-0.04351	-4.56842
-4.32474	-3.1758	-6.33288	-1.32728	-4.01704
-2.02623	-1.0347	-4.13728	0.7717	-4.13728
-1.12601	-0.9597	-4.10806	-1.3484	-4.10806
-1.51302	1.6848	-4.99307	0.3447	-2.30453
-1.20958	-2.1199	-3.26557	-1.22555	-4.08047
-1.98666	0.0721	-4.56812	1.28038	-3.01113
-2.26553	0.084	-2.75159	-0.27423	-3.6002
-2.57857	-0.4632	-3.36449	-1.25193	-2.62572
-0.86118	-0.2102	-1.95841	-0.93428	-1.44638
-0.10878	-1.1053	-5.12057	-1.10191	-0.40934
-3.26015	-1.1837	-5.06654	-0.22386	-2.89348
-0.96667	0.5811	-4.87922	-0.10298	-5.51317
-2.56147	-2.6741	-5.9911	-0.20394	-5.9911
-0.45555	-0.547	-5.95736	-0.10024	-5.95736
0.67394	0.4342	-3.05733	-0.68967	-3.83724
-2.01746	-0.8736	-3.32951	-0.60922	-2.8387
-2.14185	-1.7437	-6.29109	-0.51673	-5.91599
-1.55671	-0.6602	-6.15033	-1.553	-6.15033
-1.88994	-1.6524	-6.27326	-1.11889	-6.27326
-1.37732	-2.1694	-6.34422	-1.99946	-6.34422
-1.16504	-0.6605	-6.902	-2.36475	-6.902
-0.5428	0.7042	-26.83595	-3.84341	-26.83595
-1.30645	0.1667	-10.72517	-0.89718	-10.20185
0.14826	2.0784	-10.80393	0.86071	-10.76114
-1.07555	-1.0167	-6.95503	-0.04638	-6.55793
-1.55159	-1.0527	-0.20751	-1.3589	-0.20751
-3.11441	-0.5016	-4.51963	-0.71415	-4.42124
-0.09571	-0.7712	-18.21706	-2.45259	-16.26649
-0.59757	0.4829	-13.69267	-1.64736	-12.18843
-2.1809	-0.9346	-28.12492	-4.48728	-32.31758
-1.98269	-2.1328	-22.95759	-3.02484	-22.95759
-1.63451	-1.6383	-31.02168	-1.15186	-33.37606
-2.15575	-1.5293	-9.15796	-0.36069	-9.15796
-2.0009	-0.4746	-7.19788	-2.3907	-7.19788
-3.69854	-2.4651	-8.27406	-2.02663	-8.27406
-1.35398	0.7732	-5.09621	-0.967	-5.09621
-2.41007	-2.0032	-4.25194	-0.84631	-4.25194
-0.27888	-1.1061	-1.30072	0.54998	-1.30072
-1.50934	-2.1843	-3.56533	-0.40662	-3.56533
-2.15276	0.4442	-6.62887	-1.47304	-4.6719
-2.64429	0.6467	-3.61884	-1.17053	-4.98818
-1.72173	-2.6373	-8.38254	0.40398	-4.39289
0.34556	1.4239	-6.47207	0.36142	-6.47207
-2.84836	-2.4964	-9.14708	-0.89962	-9.14708
-1.87574	-0.4668	-9.6053	-2.35323	-9.6053
-1.25959	0.7288	-18.41843	-2.45699	-18.41843
-2.04277	-1.1775	-8.82473	-3.05215	-8.82473
0.73084	0.6621	-12.58173	-0.89365	-12.58173
-1.42893	0.6965	-7.61276	-1.9954	-4.73244
-1.00246	-0.6085	-7.59494	-1.58123	-5.1132
-1.83252	-1.8719	-7.67405	-1.96125	-4.05946
-0.32033	-1.1409	-7.05729	-2.35721	-7.05729
-2.15209	-0.7511	-8.08102	-1.18838	-8.08102
-2.3082	-0.391	-7.69717	-0.46609	-4.79014
-2.6192	-0.74	-9.29427	-0.17405	-9.29427
-2.00058	-0.94	-11.92837	-2.58089	-11.46308
-1.79916	-0.8921	-10.95801	-3.30098	-10.95801
-2.96139	-1.5766	-9.43781	0.09087	-9.43781
-1.73958	-0.715	-22.29205	1.76873	-22.29205
-1.24354	-1.4833	-10.38495	-2.51171	-10.38495
-2.22461	-0.4127	-14.09028	-0.26738	-14.09028
-2.15325	-2.3952	-15.09248	-3.38831	-15.09248
-2.89847	-1.491	-8.02651	-2.51007	-6.61181
-2.71846	0.7409	-8.70687	-2.28373	-8.70687
-2.09744	-1.6342	-5.83412	-1.97805	-8.62701
1.24845	0.6653	-5.36028	0.1798	-5.36028
-2.01355	-2.966	-1.39562	0.77006	-1.39562
-2.14286	-1.2159	-12.10116	-2.11433	-12.10116
-1.31223	-1.4852	-7.13533	-0.64455	-7.13533
-2.18369	-2.7884	-4.78473	-1.09336	-4.78473
-1.9183	-0.9542	-4.00537	0.25561	-0.76174
-1.29756	-1.4763	-5.09452	-2.64468	-5.09452
-1.82981	-0.0341	-16.22969	-6.23272	-16.22969
-1.11677	1.5883	-17.98317	-4.93633	-17.98317
-3.5119	-1.4494	-14.18952	-0.94113	-14.18952
-1.24973	-0.0588	-11.89493	-2.19625	-11.89493
-1.382	-1.4652	-3.79478	-1.33987	-3.79478
0.00061	0.4174	-2.76849	-0.12557	-2.11633
-0.48456	-1.4978	-1.81411	-0.84364	-1.09572
-0.24675	0.7758	-3.19112	-0.69433	-2.56572
-0.25854	1.3251	-5.40948	-0.7288	-5.40948
0.83282	0.9846	-4.26573	-0.63142	-4.26573
0.39294	-0.5569	-3.49018	-0.76754	-2.95217
-2.41894	0.6837	-5.22724	-0.99799	-5.22724
-0.0271	-0.7729	-6.56217	-0.70209	-6.05016
-1.69324	-0.1562	-5.27839	0.26286	-4.64891
-2.31406	-1.2941	-5.67734	-0.89793	-5.60189
-4.53552	-4.7098	-4.48519	0.66744	-4.48519
0.51629	0.8908	-4.63395	-1.58399	-4.63395
-2.07229	-0.2865	-7.04973	-3.17546	-6.33498
-1.45609	0.4399	-5.07306	-0.62214	-5.07306
-0.71189	-1.627	-5.31545	-0.84435	-5.0006
-1.63265	-1.0415	-6.63563	-1.34661	-5.3391
0.09193	0.9407	-4.78443	-1.08193	-4.78443
-3.34607	0.462	-5.24846	1.18367	-5.24846
-1.19071	-0.7424	-6.10046	-0.58307	-6.10046
-1.43574	-1.3948	-5.80734	-1.146	-5.80734
0.76051	0.0156	-8.214	-1.26475	-8.1739
-1.58062	-0.7827	-7.33222	-0.86757	-5.92061
0.96677	-1.1295	-8.36013	0.54802	-8.27982
-1.38647	-2.6948	-6.59961	-1.50119	-6.59961
-1.27287	0.6914	-8.22437	-0.67828	-7.92039
-2.63885	0.7549	-7.55744	-1.38558	-7.55744
-1.69993	-1.0922	-8.90101	-0.27128	-8.08454
-2.78383	-2.8122	-8.62904	-1.1054	-9.53952
-1.24759	-1.1064	-8.43004	0.54008	-8.43004
-2.16821	-0.4882	-8.19921	-0.76049	-8.19921
-3.04756	-2.1069	-8.53417	-1.68645	-8.53417
-3.01117	-2.5522	-5.8897	-2.1767	-5.8897
-2.08282	-0.0217	-4.6552	-1.30114	-4.6552
-3.34429	-0.805	-4.94827	-0.72745	-2.9772
1.39269	0.1524	-5.0716	-0.14681	-5.0716
0.27784	-1.2153	-14.09268	-1.35804	-14.96549
-1.80951	-0.6832	-6.58081	0.24267	-4.70901
-2.28669	0.4639	-8.3416	-0.6515	-8.3416
-2.09945	0.1046	-5.10745	-0.2543	-4.93224
-2.17431	-0.0453	-4.74541	2.10787	-5.5587
-1.66992	-1.2383	-4.32155	-0.31319	-4.32155
-2.13665	0.3241	-4.32164	0.56349	-4.32164
-3.7692	-2.967	-4.81809	1.01586	-4.81809
-2.9385	-0.9823	-4.91633	-1.62608	-4.91633
-1.61794	-1.6458	-43.04544	-8.58605	-39.14247
-0.90885	-2.7452	-15.74411	-3.25299	-15.74411
-0.32286	-1.2581	-18.05308	-1.11506	-13.07645
-1.94794	-1.6673	-19.17304	-4.46593	-19.17304
-0.31114	-0.5649	-16.2977	-3.3487	-12.99133
-1.76008	-1.2164	-6.08845	-0.76017	-6.08845
-0.25103	-1.2429	-8.86234	-1.23394	-8.86234
-2.56192	-2.4941	-9.11551	-5.43195	-9.11551
-1.65666	-1.3185	-7.97075	-2.39873	-7.97075
-0.43518	0.0978	-6.35231	0.19076	-6.35231
-2.58671	-1.2003	-7.77524	-0.35248	-7.77524
-0.86304	-1.3938	-8.3656	-2.52568	-8.3656
-0.18292	-0.2302	-5.00191	-1.45814	-5.00191
-3.40207	-2.2845	-5.40953	-2.14254	-6.43275
-1.70183	0.2461	-10.18998	-2.08752	-10.18998
-2.49674	-2.0452	-9.45997	-0.6039	-9.45997
-0.52434	-2.042	-7.02192	-1.14851	-7.02192
-3.07377	-1.898	-8.9345	-3.13466	-8.40476
-3.09929	-1.4633	-8.51197	-3.02781	-7.89655
-2.23121	-1.7105	-6.24002	-1.16066	-5.37349
-2.29415	-1.4743	-6.95184	-1.8443	-7.66146
1.42325	-0.6927	-8.69456	-1.83195	-8.9029
-2.17147	-1.7686	-8.90814	-1.23798	-6.55675
-1.01391	0.1398	-9.32494	-1.2348	-6.72561
-1.36824	0.6474	-8.99649	-2.42221	-5.94841
-1.72511	-1.1694	-9.47099	-1.45352	-8.93818
-2.04754	-1.3822	-8.85845	-1.17187	-8.85845
-1.10966	0.5461	-7.55076	-2.87436	-7.36666
0.20525	0.6724	-5.71932	-0.49826	-6.26112
-2.66903	-1.317	-9.21409	-1.93491	-7.64524
-3.56287	-0.3036	-9.84793	-2.13123	-7.37309
-1.4123	-1.5442	-8.38451	-1.26811	-5.02142
-1.93356	-2.3289	-12.43453	-0.54989	-12.43453
-1.78834	-2.4751	-7.41256	-2.5397	-7.41256
-1.25499	-0.4046	-7.53562	-1.39875	-8.17841
-2.47511	-2.4863	-9.17087	-2.45355	-7.57645
-1.93527	-0.4014	-7.10351	-0.77942	-5.12847
-2.03372	-2.2403	-5.59722	-4.97953	-5.59722
-1.68415	-2.6856	-8.82352	-1.81646	-8.26059
-1.31011	-0.3975	-8.33377	-0.34702	-10.04019
-0.7202	-3.2485	-8.15211	-1.57074	-6.15725
-1.94413	-1.1311	-5.98833	-1.86621	-4.54081
-2.73817	-2.1136	-6.34744	-2.44249	-5.09275
-0.78159	-0.5408	-7.20576	-0.15284	-7.20576
0.02072	1.2318	-8.46386	-1.4682	-8.46386
-2.08044	0.3698	-9.41856	-0.32924	-4.26892
-1.4445	-1.388	-7.5947	-4.60306	-5.69648
-4.35448	1.4732	-9.6119	-1.72519	-9.6119
0.21669	-0.1903	-7.03328	-2.04082	-7.98049
-3.20346	-1.2256	-8.93648	-0.41129	-6.76618
-2.05204	-0.905	-5.60338	0.33848	-5.49159
-2.13427	-0.1497	-3.50585	-1.24196	-3.50585
0.53819	1.1309	-7.88709	-2.22168	-7.64975
-2.04564	-0.657	-7.80147	-0.38912	-7.39647
-2.05856	-1.9226	-6.07311	-0.93075	-6.1711
-1.35779	-0.3753	-9.51224	-1.07669	-8.65293
-1.58689	-2.5789	-13.47141	-1.95034	-13.47141
-1.36342	-2.9137	-6.13681	-2.05566	-6.13681
-2.64124	-0.6172	-6.73631	-1.72613	-6.73631
-3.76891	-1.7808	-7.96501	-1.65786	-7.96501
-1.6783	0.332	-9.31115	-1.30814	-9.31115
-1.63221	-1.7528	-5.8552	0.30938	-5.8552
-2.32211	-2.7988	-18.45117	-5.05325	-18.45117
-0.156	-0.1191	-7.30998	-2.17076	-5.72233
-3.41307	-1.5523	-9.27386	-1.93075	-9.27386
-1.91776	-1.41	-8.27395	-1.69866	-6.91766
-2.62263	0.0256	-9.34042	-1.8234	-9.82038
-1.48218	-0.6549	-6.43951	0.06429	-6.43951
-0.97089	1.0417	-6.82033	-2.98973	-6.16248
-0.42116	-1.0306	-11.05078	-3.47106	-8.15202
-1.28228	1.0638	-3.22263	-1.74269	-3.22263
-0.9829	0.6575	-0.15807	-1.81059	-0.15807
-0.47685	0.478	-3.97682	-1.38564	-3.97682
-0.69181	0.5459	-7.57066	-1.55448	-7.57066
-2.45324	-2.8645	-10.23312	-1.72975	-10.23312
-0.82108	0.3237	-7.72358	-1.50817	-7.72358
0.63023	1.0703	-7.49178	1.03702	-7.49178
-3.23306	-0.6729	-9.56818	0.28322	-9.56818
-0.2032	-1.1405	-8.05426	-1.63851	-8.05426
-2.39651	-0.7712	-6.02361	-2.90361	-6.02361
-3.28757	-0.4175	-6.86428	-0.77172	-4.77004
-1.32787	-2.9275	-7.57783	0.29484	-7.57783
-1.87513	-1.4271	-33.4212	-2.67472	-33.4212
-2.33341	-2.3611	-3.51692	-3.49977	-3.51692
-1.36201	-0.4765	-5.74397	-3.29701	-5.74397
-1.38859	0.0135	-7.01071	-3.34312	-7.01071
-0.5784	-0.5768	-11.70393	-2.80885	-11.70393
-1.86002	0.2452	-9.05114	-2.3897	-9.05114
-2.21078	-0.513	-9.17415	-0.22472	-9.17415
-1.07199	-1.1147	-10.76425	-0.49494	-10.76425
-1.45053	1.1395	-6.76182	0.54042	-6.76182
-1.04244	0.0368	-6.49929	-1.20848	-6.49929
-2.59016	-0.1517	-23.29595	-2.79322	-23.0711
-2.06471	-1.1816	-19.70116	-1.87897	-16.60839
-2.20275	-0.9943	-14.93702	-1.07051	-19.85916
-3.24937	-2.5248	-21.72948	-0.61349	-21.72948
-0.07295	-0.3669	-11.52138	-0.67066	-10.83659
-1.45234	-2.04	-15.60965	-2.79496	-15.60965
-0.61677	1.8839	-14.67029	-2.95016	-10.49523
-2.40743	-0.0055	-15.04967	-2.47653	-15.04967
0.05879	0.3482	-29.04286	-1.02365	-29.04286
-1.23666	-2.6504	-26.66024	-2.55168	-19.8201
-0.56512	-0.5384	2.82869	-0.31479	2.82869
-1.35073	0.5054	-5.48272	-1.04121	-5.48272
-1.92544	1.0022	-10.82286	-0.28812	-7.51587
-1.63941	-2.8957	-12.50172	-1.48889	-6.55058
-3.05107	-2.007	-9.07608	-1.52913	-9.07608
-1.87557	-2.1923	-12.20774	-3.06683	-12.20774
-3.85278	-4.9335	-10.70929	-0.68554	-7.90622
-1.57536	-1.9652	-5.97598	-0.13188	-4.49667
-0.90596	0.5983	-4.62075	-1.14866	-4.62075
-3.70429	-4.2413	-9.00842	-0.05396	-3.70062
-0.40995	0.0519	-17.89004	-3.11219	-16.4538
-1.67599	-0.8342	-4.37232	-0.94469	-4.37232
-2.46044	-0.0539	-11.52931	-1.66365	-11.52931
-2.29803	-1.1321	-3.56478	-1.02262	-2.90718
0.74981	-0.0249	-4.49877	1.02323	-3.73647
-2.66328	-1.5637	-15.37481	-4.10267	-15.37481
0.08422	0.1531	-6.33191	-2.01694	-3.47938
-0.18076	-1.3808	-6.11091	-1.22023	-5.97356
0.01995	1.226	-7.87723	-1.15273	-7.51406
-0.86582	0.5106	-17.65666	-3.88665	-15.6598
-0.32215	-0.4175	-6.48408	-0.15477	-6.48408
-0.06093	-0.4006	-6.35511	-1.484	-4.26062
-3.52534	-0.0887	-4.72398	-1.69145	-4.72398
-2.63744	-2.3142	-4.88345	0.86619	-4.88345
-1.90384	-3.1626	-6.2526	-2.75313	-6.2526
-2.32186	-1.4083	-6.57869	-0.95034	-6.57869
-1.60964	-0.1295	-22.20867	-5.43633	-21.21483
-2.82286	-3.2382	-18.81303	-3.69778	-17.74679
-2.9892	-1.2313	-27.98367	-0.56425	-27.98367
-1.84121	-1.7008	-42.49099	-6.80311	-42.49099
-2.93765	-0.0347	-17.66997	-5.86199	-17.66997
-0.92011	0.2275	-15.66401	-2.85615	-15.66401
-3.40291	-2.6457	-17.6524	-2.6267	-17.6524
-3.12439	-1.5688	-39.57126	-0.73957	-30.62653
-1.30717	-1.757	-19.01611	-3.03758	-19.01611
-2.99563	-1.1744	-17.75275	-1.76261	-17.75275
-0.80539	-0.6774	-14.88943	-3.58861	-14.88943
-1.43377	0.6885	-18.06074	-3.21472	-15.45455
0.22244	-1.126	-6.46171	-0.8811	-6.46171
-2.80542	-0.7658	-10.89548	-0.07626	-10.89548
-1.64129	1.8933	-4.28092	-0.17829	-4.28092
-1.41943	-2.8993	-5.51318	-0.5702	-5.51318
-2.60268	-2.1544	-6.63656	-2.28587	-6.63656
-2.99605	-2.2932	-3.36104	0.82639	-3.36104
-3.5274	-2.7888	-4.55363	-1.48857	-4.55363
-1.30118	-0.2846	-8.72702	-2.19293	-6.80209
-3.3554	-1.3893	-6.75759	0.03678	-4.53775
-1.40446	0.3339	-11.14304	-1.77543	-11.14304
-1.51734	-1.4521	-6.28779	0.76715	-3.30083
-2.54101	0.5336	-4.25898	-1.42856	-4.25898
-2.22704	-2.2179	-5.34864	-3.14776	-5.34864
-0.69777	-0.1336	-7.7945	-2.38666	-7.7945
-2.10269	-1.8525	-8.00194	-1.16825	-8.00194
-1.59658	-1.0228	-11.82169	-3.50882	-11.82169
-2.10991	-1.3677	-5.21866	-2.54776	-5.21866
-1.67825	-2.3824	-4.79267	-0.52594	-4.79267
0.23139	-1.1689	-10.03272	-0.63475	-10.03272
