protein,predus,ispred,dockpred,rfscore,logreg
1BKD.R,0.6063586375139869,0.3746470034731908,0.5136739838976685,0.42098933028135,0.46733165708950924
1BML.A,0.12210487645133505,0.0811850116888233,0.4085439297889173,0.3267042002638938,0.4085439297889173
1BO1.A,0.37163982451034167,0.10080245612650102,0.2813607017157281,0.2362211403184213,0.32650026311303487
1BRM.A,0.35991339268359335,0.4420474746036954,0.5241815565237975,0.5241815565237975,0.4694255019103961
1BUH.A,-0.07269175268963397,0.2077186373900025,0.48812902746963893,0.1516365593740752,0.5442111054855662
1BVN.T,0.49619413214995334,0.34499334509996754,0.6473949191999391,0.42059373862496047,0.49619413214995334
1BYF.A,-0.12940927645507225,0.48045053212630273,0.23650660869375273,0.35847857041002773,0.48045053212630273
1C0F.S,0.0979232083552505,0.310508635041008,0.4168013483838867,0.36365499171244736,0.6293867750696442
1CC0.A,0.34291153781497713,0.48733599180461834,0.34291153781497713,0.34291153781497713,0.48733599180461834
1CLI.A,0.4302130315822049,0.3690104267555333,0.093598705035511,0.4608143339955407,0.4608143339955407
1CMB.A,0.5546534498569375,0.16489697157908953,0.3597752107180135,0.4896940368106295,0.4896940368106295
1CMX.A,0.14242263612282643,0.14242263612282643,0.14242263612282643,0.18804904949151632,0.18804904949151632
1CNZ.A,0.5775923894726693,0.4272510461637786,0.5775923894726693,0.5775923894726693,0.6377289267962256
1COZ.A,0.3062069193940382,0.38097837645537314,0.3062069193940382,0.38097837645537314,0.38097837645537314
1CP2.A,0.1452382131283597,0.4805951172616537,0.5364879346172027,0.4805951172616537,0.5364879346172027
1CQI.A,0.19320709122468174,0.2871819689292038,0.05224477466789863,0.2871819689292038,0.3341694077814648
1CSE.I,0.5435993187950766,0.5435993187950766,0.1703376612028169,0.5435993187950766,0.5435993187950766
1CVS.A,0.40265661914486944,0.5793324826472102,0.3437646646440892,0.5793324826472102,0.5204405281464299
1D09.A,0.18042487147854505,0.027883843773956963,-0.07381017469576844,0.027883843773956963,0.23127188071340776
1DCE.A,0.5123349377734446,0.23361370096090167,0.010636711510867362,0.2893579483234103,0.5123349377734446
1DE4.E,0.5921613511181227,0.2996265519130621,0.6506683109591348,0.6506683109591348,0.709175270800147
1DFJ.E,0.021168059367710435,0.07822978461979943,-0.09295539113646756,-0.03589366588437856,-0.09295539113646756
1DFJ.I,0.4069305069370942,0.44923791942303015,0.49154533190896604,0.5761601568808379,0.5338527443949019
1DHK.A,0.29410632044460877,0.3657160738238913,0.007667306927478734,0.32991119713425004,0.3657160738238913
1DOR.A,0.5443305188726246,0.5443305188726246,0.4241553238635951,0.6244473155453111,0.5443305188726246
1DOW.A,-0.057325740879906585,0.10964243644020968,-0.057325740879906585,-0.0016696817732011627,0.10964243644020968
1DQJ.A,0.4469222453075576,0.5744424552741824,0.7019626652408072,0.7019626652408072,0.7019626652408072
1E4K.C,0.5091771674227019,0.07003009752518537,0.25823598462412106,0.5091771674227019,0.5719124631223472
1E6J.H,0.36490692896386656,0.36490692896386656,0.4321225032556222,0.4321225032556222,0.4321225032556222
1EAI.C,0.3315392897585364,0.5179346508209394,0.4247369702897379,0.23834160922733494,0.5179346508209394
1EFV.A,0.46891044936971266,0.46891044936971266,0.386827004333234,0.4415493010242198,0.46891044936971266
1EG9.A,-0.01188989408853071,0.15419706396063265,-0.045107285698363385,0.05454488913113464,0.25384923879013066
1EMV.A,0.5673755108176823,0.2669470106717963,0.5673755108176823,0.5673755108176823,0.6424826358541539
1ETH.A,0.23918647086447833,0.5298434481175153,-0.0030276768463858017,0.2876293004066512,0.5298434481175153
1EUV.A,0.3148287566010531,0.3148287566010531,0.35636735672572933,0.35636735672572933,0.3148287566010531
1EXB.E,0.32698851295313996,0.1832399396259142,0.32698851295313996,0.1832399396259142,0.32698851295313996
1F34.A,0.03759070350634108,0.37116008615646673,-0.04580164215619033,0.16267922200013818,0.4545524318189981
1F60.A,0.3081031633062158,0.3081031633062158,0.20350023749237708,0.342970805244162,0.342970805244162
1F6Y.A,0.22853421767065418,0.5574049723425278,0.4634418995791354,0.5574049723425278,0.5574049723425278
1FC2.D,0.36319412206176777,-0.09142907586624362,-0.09142907586624362,-0.09142907586624362,0.4930864643269139
1FFW.A,0.041344911529736156,0.12403473458920847,-0.12403473458920847,0.12403473458920847,0.12403473458920847
1FFW.B,0.2616933080642081,0.35156777750040075,0.6211911858089788,0.44144224693659345,0.6211911858089788
1FIN.A,0.11063438968772114,0.14771993313759843,0.25897656348723025,0.14771993313759843,0.25897656348723025
1FLE.E,0.16550150427279875,0.04083096322519706,-0.021504307298603784,0.04083096322519706,0.04083096322519706
1FRV.A,0.15049015452739772,0.23657840886403136,0.20788232408515347,0.322666663200665,0.29397057842178714
1FSS.A,0.18382084651447478,0.18382084651447478,0.2296253853180816,0.18382084651447478,0.18382084651447478
1GHQ.A,-0.042345013291064305,-0.042345013291064305,-0.042345013291064305,-0.042345013291064305,-0.042345013291064305
1GLA.F,0.4030446159483618,0.4030446159483618,0.23750843439814176,0.4030446159483618,0.4030446159483618
1GPE.A,0.1124238052879562,0.31495917215454533,0.21369148872125077,0.1799355942434859,0.34871506663231017
1GUX.A,0.4226690853638653,0.4226690853638653,0.5431399840907641,0.4829045347273147,0.6033754334542135
1GXD.A,-0.04818427865792339,0.0986630467757479,-0.04818427865792339,-0.01147244729950557,0.1353748781341657
1GXD.C,0.4240081730748058,0.32275248995246414,0.6265195393194891,0.5252638561971474,0.6265195393194891
1H2A.L,0.18409997829232752,0.557521306760685,0.408152775373342,0.557521306760685,0.5824160619919088
1HGX.A,0.007815780320322884,0.43507843783130723,0.27485494126468807,0.38167060564243416,0.32826277345356114
1HJR.A,0.20565861705990157,0.380357872411861,-0.02727372340937763,0.4968240426465006,0.3221247872945412
1HLU.A,0.28051378987981834,-0.05430746972073283,0.3921208764133354,0.28051378987981834,0.44792441968009394
1HSS.A,0.24048586874312197,0.24048586874312197,-0.015571027472576243,0.30450009279704654,0.24048586874312197
1I2M.A,-0.03688760502386423,0.29338513763166435,0.19902149687294188,0.29338513763166435,0.34056695801102554
1I8L.A,0.3586187449086479,0.13790184726899554,0.2850464456954305,0.4321910441218654,0.4321910441218654
1IRA.X,0.451509440134719,0.5014856758748215,0.25160449717430905,0.451509440134719,0.5014856758748215
1ISA.A,0.5482211671282237,0.47734004652982703,0.5482211671282237,0.5482211671282237,0.5482211671282237
1ITB.A,0.1295145533660831,0.17658278772477842,0.08244631900738783,0.17658278772477842,0.2236510220834737
1JIW.I,0.11280666932744178,0.2444144502094572,0.6392377928555034,0.4418261215324803,0.7050416832965112
1JIW.P,0.22125844645507645,0.4220141797251265,0.4220141797251265,0.4621653263791365,0.4220141797251265
1JKM.A,-0.06776619910003573,-0.020382802073057624,0.0743839919808986,-0.020382802073057624,0.1217673890078767
1JPS.H,0.4804275819374108,0.3905057234552768,0.6602712989016788,0.5703494404195448,0.5703494404195448
1JTD.A,0.33005112894582783,0.38824318532793206,0.33005112894582783,0.4464352417100363,0.4464352417100363
1KAC.A,0.1200235809134198,0.40469489461832575,-0.09347990436525964,0.2623592377658728,0.40469489461832575
1KAC.B,0.3919831548048891,0.2538981798168031,0.46102564229893206,0.3919831548048891,0.46102564229893206
1KLU.D,0.29041676602130967,0.22810719868464807,0.539655035367956,0.4150359006946328,0.539655035367956
1KPE.A,0.4278495901824808,0.3326783230749605,0.6657777579512817,0.5706064908437612,0.7133633915050418
1KTZ.A,0.4893059266502629,0.3921555973879831,0.10070460960114369,0.2950052681257033,0.4893059266502629
1KXP.A,0.22068771583218574,0.2634054156799022,0.30612311552761867,0.3488408153753352,0.3488408153753352
1KXP.D,0.13589416196578957,0.4876769216644647,0.5580334736041996,0.6283900255439347,0.6987465774836698
1LFD.A,0.33565638025783057,0.017377305789914935,0.25608661164085167,0.25608661164085167,0.25608661164085167
1LUC.A,0.07330264833375762,0.394302603872929,0.5013025890526528,0.5013025890526528,0.5369692507792274
1ML0.A,-0.04926807447602131,0.07381916882770868,-0.04926807447602131,0.012275547175843692,0.07381916882770868
1MLC.A,0.3449514955857949,0.09666917953603917,0.5932338116355507,0.3449514955857949,0.5932338116355507
1MQ8.B,0.3959691311428744,0.33248494979116355,0.45945331249458526,0.45945331249458526,0.3959691311428744
1MSP.A,-0.028511240114923325,-0.028511240114923325,0.4474071525726429,-0.028511240114923325,0.5153954943851524
1NSE.A,0.4459103731392294,0.4459103731392294,0.5663249886704981,0.5663249886704981,0.6265322964361324
1OFU.A,0.2671039532358457,0.2671039532358457,0.4344527565897327,0.32288688768714136,0.546018625492324
1ONE.A,0.3371843842730893,0.6282339935752456,0.5635563026192109,0.6605728390532629,0.6605728390532629
1PDK.A,0.4661955691367456,0.5072574484339191,0.26088617265087855,0.5072574484339191,0.5893812070282658
1PNK.A,0.3231661158739532,0.2642977247803497,0.2642977247803497,0.2348635292335479,0.3231661158739532
1PP2.L,0.20619698486968568,0.26483575445966623,0.32347452404964677,0.44075206322960786,0.3821132936396273
1PVH.B,0.13095105546976066,0.2830522814105823,-0.021150170471061,0.20700166844017148,0.2830522814105823
1QA9.A,0.4269200050487752,-0.13586953310922248,-0.2062182253789722,0.28622262050927577,0.4972686973185249
1QA9.B,-0.24473625259314022,0.2270017415356663,-0.24473625259314022,-0.24473625259314022,0.49656630960927
1QAE.A,0.0850586424628961,-0.029627167599435723,0.02771573743173019,0.142401547494062,0.0850586424628961
1QAV.A,0.4282017634266234,0.5752939722372956,-0.013074863005393081,0.5017478678319595,0.6488400766426317
1QAX.A,0.30019084874066054,0.4107464039527755,0.4549686260376215,0.4549686260376215,0.43285751499519853
1QBI.A,0.2947383069000736,0.6483427994906249,0.5157411147691682,0.6483427994906249,0.6483427994906249
1QFE.A,0.17074694419062766,0.24758306907641012,0.47809144373375745,0.24758306907641012,0.47809144373375745
1QFH.A,0.28710429256413156,0.5040957721491436,0.5764262653441476,0.5764262653441476,0.5764262653441476
1QOR.A,0.5538752953468441,0.5112795543034209,0.7242582595205371,0.6390667774336907,0.7242582595205371
1REQ.A,0.3138503998482261,0.3569418522919769,-0.009335493479904743,0.3784875785138523,0.3569418522919769
1RRP.A,0.33717079456417504,0.41551116141052097,0.1413198774483103,0.41551116141052097,0.45468134483369393
1S1Q.A,0.06903642243895956,0.3472125952077084,0.208124508823334,0.208124508823334,0.41675663839989563
1SMP.I,0.09067351370327906,0.38316871919772766,0.5294163219449519,0.4562925205713398,0.5294163219449519
1SMT.A,0.03481862631771288,0.31917074124570144,0.31917074124570144,0.31917074124570144,0.4329115872168969
1SOX.A,0.08055392843547181,0.19111658317546226,0.3385334561621162,0.26482501966878924,0.4122418926554432
1SPU.A,0.23017909927574945,0.29713180279733664,-0.10458441833218636,0.1799645716345591,0.3640845063189238
1STF.E,0.2734909425502591,0.2734909425502591,0.21223129405970212,0.33475059104081606,0.33475059104081606
1T6B.X,0.20697347352168874,0.15892606002558243,0.15892606002558243,0.20697347352168874,0.2550208870177951
1T6B.Y,-0.0083929957783074,0.28885893803674634,0.2294085512737356,0.28885893803674634,0.34830932479975707
1TCO.A,0.6412310979855752,0.5565833025642655,0.344963814010991,0.5565833025642655,0.7258788934068849
1TGS.I,0.6470154480826261,0.558050823971265,0.20219232752582067,0.558050823971265,0.6470154480826261
1TMQ.A,0.3722397209997061,0.32944307988672616,0.3722397209997061,0.4578330032256659,0.4578330032256659
1TMQ.B,0.3750079063050156,0.5649469757322313,0.24838186002020513,0.501633952589826,0.5649469757322313
1TRK.A,0.17716258810593177,0.45650266888691254,-0.0592020956318212,0.349064176278843,0.5209657644517542
1TX4.A,-0.12317894353544392,0.5606117931275433,-0.12317894353544392,0.4554132182563145,0.5606117931275433
1UEA.A,0.22262735021316912,0.36927869995676466,0.27151113346103434,0.22262735021316912,0.36927869995676466
1US7.A,0.2447314422048631,0.3241246344791966,0.2447314422048631,0.40351782675353015,0.40351782675353015
1US7.B,-0.08566357066015483,0.28337815115703,-0.08566357066015483,0.06195311806671912,0.43099483988390397
1VFB.A,0.5465947763518055,0.6006243131986374,0.6546538500454692,0.6006243131986374,0.708683386892301
1VLT.A,0.45423359035194294,0.20991097735960998,0.2709916306076932,0.45423359035194294,0.3931529371038597
1VOK.A,0.2171587422163472,0.3676803252688334,0.46802804730382414,0.41785418628632875,0.5182019083213195
1WEJ.H,0.43695369912510557,0.27549758312932954,0.5445911097889562,0.4907724044570309,0.5445911097889562
1WGJ.A,0.46511161309816346,0.40570877120790894,0.5839172968786727,0.46511161309816346,0.5839172968786727
1WQ1.R,0.3463702078877029,0.4656595325959159,0.6445935196582355,0.5253041949500225,0.6445935196582355
1XIK.A,0.37253764036304277,0.37253764036304277,0.43722752684079275,0.37253764036304277,0.37253764036304277
1XQS.A,0.23510533147191728,0.3639658314897432,0.44987283150162716,0.27805883147785926,0.3639658314897432
1XSO.A,0.49447653357214144,0.49447653357214144,0.49447653357214144,0.49447653357214144,0.49447653357214144
1YCS.A,0.2787652311362057,-0.03892068262880199,-0.10245786538180353,0.02461650012419955,0.2787652311362057
1YPI.A,0.4024814067538934,0.5323197708830335,0.4457608614636068,0.6188786803024603,0.5755992255927469
1YVE.I,0.4414636454070303,0.19010865085230608,-0.061246343702418195,0.22601650721726668,0.47737150177199095
1ZBD.A,0.3166992397971041,0.368522751763903,0.5758167996310983,0.4721697756975007,0.5758167996310983
1ZHH.A,0.4088809102918293,0.4613641316128701,0.09398158236558465,0.4613641316128701,0.4613641316128701
1ZHI.A,0.2584183321694566,0.2584183321694566,0.18872044175030855,0.3281162225886046,0.2584183321694566
1ZHI.B,0.03268602252303067,0.4412613040609141,0.19611613513818402,0.4412613040609141,0.4412613040609141
2A5T.A,0.11809403529929988,0.43001882639199257,0.367633868173454,0.367633868173454,0.5547887428290696
2A5T.B,0.022356481505074514,0.17923077545593635,0.07464791282202847,0.2838136380898443,0.07464791282202847
2AAI.A,0.08919558914381126,0.2520347159909744,0.21132493427918358,0.29274449770276517,0.3334542794145559
2AE2.A,0.09085702956931811,0.2806309864923293,0.18574400803082372,0.18574400803082372,0.09085702956931811
2AJF.E,0.5409232352287999,0.5409232352287999,0.47569756445277,0.5409232352287999,0.5409232352287999
2B42.A,0.39909266492563145,0.3130578825549297,0.39909266492563145,0.39909266492563145,0.4421100561109823
2B42.B,0.23758193839444175,0.23758193839444175,0.3824937947411068,0.28588589050999674,0.33418984262555174
2B4J.C,0.35746972289216716,0.45023085351608394,0.07918633102041678,0.35746972289216716,0.5429919841400007
2BTF.A,0.37036436718066995,0.01795133412355288,0.45846762544494923,0.32631273804853034,0.5465708837092285
2BTF.P,0.042545584802695345,0.2657092182960785,-0.12482714031734202,0.20991830992273272,0.20991830992273272
2C0L.A,0.044301932612423864,0.1344494191826522,0.3147443923231089,0.1795231624677664,0.3147443923231089
2CFH.C,0.3713771099473756,0.3007063699957039,0.512718589850719,0.4420478498990474,0.5833893298023909
2FD6.H,0.4719094020913629,0.32793704213128605,0.2799462554779271,0.5678909753980808,0.5678909753980808
2HDH.A,0.35559261481967314,0.35559261481967314,0.5513567877521592,0.4045336580527947,0.35559261481967314
2HHM.A,0.11800707387800677,0.4697651461499831,0.6456441822859713,0.5137349051839801,0.5577046642179772
2HLE.B,0.42488588490873863,0.42488588490873863,0.4896907274464247,0.5544955699841108,0.4896907274464247
2HQS.A,0.11517955883414942,0.33692712070176417,0.026480534087103512,0.11517955883414942,0.20387858358119532
2HRK.B,0.5349165292037059,0.2846914002076425,0.36809977653966364,0.5349165292037059,0.5349165292037059
2J0T.A,0.1656805445266831,0.1656805445266831,0.2728073223130123,0.21924393341984771,0.3799341000993416
2J0T.D,0.6208757731331742,0.1966961815711158,0.26739278016479223,0.5501791745394978,0.6208757731331742
2NAC.A,0.45069106247853113,0.45069106247853113,0.5035307042863589,0.5299505251902727,0.5563703460941867
2O3B.A,0.12098463907064111,0.656964382012268,0.06738666477647841,0.3889745105414546,0.656964382012268
2PCB.A,0.34208531677932047,0.263757370413962,0.263757370413962,0.34208531677932047,0.34208531677932047
2PFL.A,0.34709546639635697,0.2413648474017744,-0.04058346991711251,0.27660838706663526,0.4880696250558004
2PTC.I,0.44616789381765715,0.5513619500836088,0.23577978128575378,0.5513619500836088,0.5513619500836088
2SIC.E,0.4526503235889269,0.5018125822725583,0.256001288854401,0.5509748409561899,0.5509748409561899
2SIC.I,0.6294977054057553,0.4819484075340887,0.4081737585982554,0.6294977054057553,0.6294977054057553
2UTG.A,0.4520227726316985,0.29615285103456107,0.29615285103456107,0.607892694228836,0.607892694228836
2VDB.A,-0.03773962301656593,0.012755816637300839,0.06325125629116761,0.012755816637300839,0.11374669594503438
2VIS.A,0.36272427488106257,0.41435378692655067,0.569242323063015,0.5176128110175269,0.569242323063015
2VXT.H,0.5428102876085121,0.1446457213398041,0.44326914604133516,0.44326914604133516,0.49303971682492365
2W9E.H,0.5068014549067853,0.37580616359613317,0.6814618433209881,0.550466552010336,0.6814618433209881
3AAA.C,0.2715049426424267,0.12645435684715764,0.5616061142329648,0.48908082133533026,0.5616061142329648
3BIW.A,0.2004099757759051,0.08283318206257828,0.1416215789192417,0.2591983726325685,0.2591983726325685
3BX7.A,0.3025302601807165,0.41248348499429627,0.6873665470282456,0.522436709807876,0.6873665470282456
3BX7.C,0.35546049493795856,0.41674678716864105,0.294174202707276,0.47803307939932355,0.5393193716300061
3C98.A,0.10753990795159536,0.2418289339394382,0.4768347294181632,0.3425457034303203,0.5104069859151239
3DAW.A,0.5963163084844313,0.34480874980392284,0.38672667625067425,0.47056252914417707,0.5124804555909285
3DAW.B,0.30146905390575846,0.36008803660965594,0.6531829501291434,0.4187070193135534,0.5945639674252459
3EO1.A,0.25946525079008637,0.31109476283557447,0.5176128110175269,0.4659832989720388,0.5176128110175269
3EOA.L,0.3165488246646775,0.421211210623172,0.5782047895609138,0.5782047895609138,0.5782047895609138
3F1P.A,0.3562804660658888,0.1532006004083322,0.6947469088284832,0.5593603317234455,0.6270536202759643
3F1P.B,0.4220209679141615,0.18453388330847365,0.4220209679141615,0.3626491967627395,0.5407645102170053
3G6D.L,0.4071414626280846,0.36080972719629467,0.6388001397870342,0.5924684043552443,0.5924684043552443
3HHR.A,0.09267008204777673,0.28588589050999674,0.04436612993222172,0.23758193839444175,0.23758193839444175
3HI6.X,0.4993899507733035,0.40663210510972064,0.545768873605095,0.4993899507733035,0.545768873605095
3HMX.L,0.6155371184662541,0.34597251417264985,0.5706096844173201,0.6155371184662541,0.5706096844173201
3L5W.L,0.4622144730173278,0.29305483935569804,0.5186010175712044,0.4622144730173278,0.5186010175712044
3MXW.L,0.5202294267683019,0.28048717687291397,0.4243325268101467,0.4722809767892243,0.5202294267683019
3R9A.B,0.24599822922573153,0.24599822922573153,-0.08665846711360997,0.19847584403439703,0.483610155182404
3RVW.C,0.5521989481446813,0.35084463556153783,0.6025375262904671,0.45152179185310953,0.5521989481446813
3S9D.B,0.31544663407202245,0.37689727707306575,0.008193419066805778,0.2539959910709791,0.5612492060761958
3SZK.E,0.10628355542292049,0.10628355542292049,0.3105472635013458,0.3105472635013458,0.3105472635013458
3SZK.F,0.003437407516786465,0.14191582462161262,0.5573510759360911,0.3496334502788519,0.488111867383678
3TMK.A,0.2867647273562434,0.2867647273562434,-0.0893962915240111,0.2867647273562434,0.3494582305029525
3V6Z.A,0.4857597763089463,0.2099735807270929,0.7221479439505349,0.4857597763089463,0.7221479439505349
3VLB.A,-0.010766561794904338,0.22822744727879635,-0.058565363609644476,0.1804286454640562,0.22822744727879635
3VLB.B,-0.06051198512628636,0.29739998891523683,0.14400914289744118,0.29739998891523683,0.5019211169389644
4DN4.L,0.5773793791810938,0.48022036640855115,0.5773793791810938,0.5773793791810938,0.5773793791810938
4FQI.H,0.4896238120165995,0.4896238120165995,0.3276361209382105,0.4896238120165995,0.4356279149904698
4G6J.H,0.352188386996974,0.3977208603609845,0.6253832271810369,0.5343182804530159,0.6253832271810369
4G6M.H,0.5291088953727269,0.43203086499290033,0.5291088953727269,0.43203086499290033,0.43203086499290033
4JCV.E,0.21697550723682507,0.09331969219373434,0.34063132227991577,0.34063132227991577,0.40245922980146115
4M76.B,0.3966767758551911,0.33327932685690614,0.2698818778586211,0.46007422485347615,0.46007422485347615
4MDH.A,0.4368020573972702,0.39882422838596704,0.4368020573972702,0.47477988640857327,0.4368020573972702
4SGB.I,-0.15549158041176175,0.3480049656834667,-0.029617443887954616,0.22213082915965962,0.3480049656834667
4XXH.A,0.3217069624613757,0.4628226885410503,0.41578411318115877,0.6039384146207248,0.5568998392608333
7CEI.A,0.20121319086743758,0.49791738757026927,0.7204455350973931,0.6462694859216851,0.7204455350973931
7CEI.B,0.1493676969727531,0.4434715344229801,0.1493676969727531,0.4434715344229801,0.5169974937855368
